tweet_id,mentioned_candidate_AI,associated_word_AI,tone_AI,perceived_judgement_AI,polarity_AI,is_spam
tweet_id:1915572343889629674,france castro,Tunay,Enjoyment,InFavor,0.8,False
tweet_id:1915572343889629674,act teachers,Tinig,Enjoyment,InFavor,0.8,False
tweet_id:1915544796170731950,bam aquino,,Neutral,InFavor,0.5,False
tweet_id:1915544796170731950,kiko pangilinan,,Neutral,InFavor,0.5,False
tweet_id:1915544796170731950,imee marcos,,Neutral,Opposedto,-0.5,False
tweet_id:1915544796170731950,camille villar,,Neutral,Opposedto,-0.5,False
tweet_id:1915415393377857881,imee marcos,teased,Enjoyment,InFavor,0.5,False
tweet_id:1915412734021140641,,China,Contempt,Opposedto,-0.8,False
tweet_id:1915412734021140641,,China,Contempt,Opposedto,-0.9,False
tweet_id:1915398187923497093,duterte youth,nambaboy,Anger,Opposedto,-0.8,False
tweet_id:1915346865467294184,,,Enjoyment,InFavor,0.8,True
tweet_id:1915341219103924710,,,Neutral,Unsure,0.0,True
tweet_id:1915336189139378471,,,Neutral,Unsure,0.0,True
tweet_id:1915320338814054568,,,Neutral,Unsure,0.0,True
tweet_id:1915311013223870839,heidi mendoza,CAMPAIGN,Neutral,InFavor,0.8,False
tweet_id:1915299858233385004,,bet,Neutral,Unsure,0.0,False
tweet_id:1915299858233385004,,,Neutral,Unsure,0.0,False
tweet_id:1915299858233385004,,Mayor,Neutral,Unsure,0.0,False
tweet_id:1915297504259875068,,,Neutral,Unsure,0.0,True
tweet_id:1915272159057895547,duterte youth,,Contempt,Opposedto,-0.8,False
tweet_id:1915272159057895547,,,Disgust,Unsure,-0.5,False
tweet_id:1915271163573657680,bong revilla,,Surprise,Unsure,0.0,False
tweet_id:1915255041868677521,duterte youth,Pro,Anger,Opposedto,-0.8,False
tweet_id:1915255041868677521,,,Anger,Opposedto,-0.8,False
tweet_id:1915247457224827218,,,Neutral,Unsure,0.0,True
tweet_id:1915178873572253834,,,Neutral,Unsure,0.0,True
tweet_id:1914928473207955685,,,Neutral,Unsure,0.0,True
tweet_id:1914897697410277636,camille villar,vote-buying,Contempt,Opposedto,-0.8,False
tweet_id:1914861784357634461,,,Neutral,Unsure,0.0,True
tweet_id:1914825142561353946,,,Neutral,Unsure,0.0,True
tweet_id:1914719422146863186,duterte youth,hipokrito,Contempt,Opposedto,-0.8,False
tweet_id:1914719422146863186,,,Neutral,Unsure,0.0,False
tweet_id:1914719422146863186,,hipokrito,Contempt,Opposedto,-0.8,False
tweet_id:1914634269802291647,,,Neutral,Unsure,0.0,False
tweet_id:1914568285158330595,camille villar,alleged,Contempt,Opposedto,-0.5,False
tweet_id:1914563400052416670,camille villar,vote,Contempt,Opposedto,-0.5,False
tweet_id:1914562666766733313,camille villar,vote-buying,Contempt,Opposedto,-0.5,False
tweet_id:1914520405261303820,,,Disgust,Opposedto,-0.8,True
tweet_id:1914325179859341442,,proud,Enjoyment,InFavor,0.8,False
tweet_id:1914318798406160504,ipatupad,,Neutral,InFavor,0.5,False
tweet_id:1914315564216115615,,,Surprise,Unsure,0.5,True
tweet_id:1914311911107141748,bayan muna,,Neutral,Unsure,0.0,True
tweet_id:1914308877459554382,,,Contempt,Opposedto,-0.5,True
tweet_id:1914306689601507731,,ganda,Enjoyment,InFavor,0.8,True
tweet_id:1914304231659704788,,,Neutral,Unsure,0.0,True
tweet_id:1914304093905994132,,pagbabago,Neutral,InFavor,0.5,False
tweet_id:1914301377104449728,,,Enjoyment,InFavor,0.8,True
tweet_id:1914300337189687643,,,Enjoyment,InFavor,0.8,True
tweet_id:1914297613140283821,,,Enjoyment,Unsure,0.5,True
tweet_id:1914295350288126352,,,Enjoyment,Unsure,0.8,True
tweet_id:1914294824301367615,,,Neutral,Unsure,0.0,True
tweet_id:1914292933496619279,,,Neutral,Unsure,0.0,True
tweet_id:1914287890852401459,kabataan,Pagbabago,Enjoyment,InFavor,0.8,False
tweet_id:1914285764072132662,,,Neutral,Unsure,0.0,True
tweet_id:1914265913727369405,,,Neutral,Unsure,0.0,True
tweet_id:1914250256453410832,,,Neutral,Unsure,0.0,True
tweet_id:1914137125106405447,,,Enjoyment,InFavor,0.8,True
tweet_id:1914091712156500065,,,Neutral,Unsure,0.0,True
tweet_id:1913951674785571163,,,Neutral,Unsure,0.0,True
tweet_id:1913939832323158262,,,Neutral,Unsure,0.0,True
tweet_id:1913936668685701563,,,Neutral,Unsure,0.0,True
tweet_id:1913850121818935549,,,Neutral,Unsure,0.0,False
tweet_id:1913785414542057586,heidi mendoza,Senadora,Enjoyment,InFavor,0.8,False
tweet_id:1913529771348341103,,,Enjoyment,Unsure,0.5,True
tweet_id:1913506649219756451,,,Neutral,Unsure,0.0,True
tweet_id:1913487883039605173,,,Neutral,Unsure,0.0,False
tweet_id:1827997041433493810,makabayan,progressive,Neutral,InFavor,0.5,False
tweet_id:1890139273422381083,,,Neutral,Unsure,0.0,True
tweet_id:1844146520121352440,,,Neutral,Unsure,0.0,True
tweet_id:1877596483559489894,,,Neutral,Unsure,0.0,True
tweet_id:1911555920989159715,,,Neutral,Unsure,0.0,True
tweet_id:1918511432880058375,,,Neutral,Unsure,0.0,True
tweet_id:1911596214505886006,,,Neutral,Unsure,0.5,True
tweet_id:1905100212995059957,,,Neutral,Unsure,0.0,True
tweet_id:1839159432690937976,bayan muna,Opposition,Neutral,InFavor,0.5,False
tweet_id:1839159432690937976,magdalo,Opposition,Neutral,InFavor,0.5,False
tweet_id:1839159432690937976,gabriela,Opposition,Neutral,InFavor,0.5,False
tweet_id:1906935542346043671,,,Neutral,Unsure,0.0,True
tweet_id:1876456471707496505,,,Neutral,Unsure,0.0,True
tweet_id:1914633651364749529,kiko pangilinan,senatorial,Neutral,InFavor,0.5,False
tweet_id:1914633651364749529,bam aquino,senatorial,Neutral,InFavor,0.5,False
tweet_id:1877551185768694030,,,Neutral,Unsure,0.0,True
tweet_id:1891001426199072871,kabataan,,Neutral,InFavor,0.5,False
tweet_id:1891001426199072871,,,Enjoyment,Unsure,0.8,False
tweet_id:1899744373971263890,,,Neutral,Unsure,0.0,True
tweet_id:1889150847051067652,bam aquino,,Neutral,InFavor,0.5,False
tweet_id:1889150847051067652,heidi mendoza,,Neutral,InFavor,0.5,False
tweet_id:1889150847051067652,kiko pangilinan,,Neutral,InFavor,0.5,False
tweet_id:1889150847051067652,ml,,Neutral,InFavor,0.5,False
tweet_id:1889150847051067652,akbayan,,Neutral,InFavor,0.5,False
tweet_id:1920333410133844389,,,Contempt,Opposedto,-0.8,True
tweet_id:1920331395316035782,,,Anger,Opposedto,-0.8,True
tweet_id:1920310184586723441,,,Neutral,Unsure,0.0,True
tweet_id:1913158071779729805,makabayan,panalo,Enjoyment,InFavor,0.8,False
tweet_id:1913157639883886861,duterte youth,SOLID,Enjoyment,InFavor,0.8,False
tweet_id:1913157639883886861,francis tolentino,,Enjoyment,InFavor,0.8,False
tweet_id:1913005805265403926,,,Neutral,Unsure,0.0,True
tweet_id:1912894468560425414,,,Neutral,Unsure,0.0,True
tweet_id:1912860972404097503,roberto ballon,livelihood,Enjoyment,InFavor,0.8,False
tweet_id:1912811439947202685,,,Anger,Unsure,-0.8,True
tweet_id:1912528580690735213,,pagbabago,Enjoyment,InFavor,0.8,False
tweet_id:1912506923058098546,imee marcos,campaign,Contempt,Opposedto,-0.8,False
tweet_id:1912477695080059153,,,Neutral,Unsure,0.0,True
tweet_id:1912476077597040971,,pagbabago,Enjoyment,InFavor,0.8,False
tweet_id:1912470403693371491,,,Neutral,Unsure,0.0,True
tweet_id:1912467106286927922,duterte youth,,Anger,InFavor,0.5,False
tweet_id:1912467106286927922,,budol,Anger,Opposedto,-0.8,False
tweet_id:1912457898548191335,,,Neutral,Unsure,0.5,False
tweet_id:1912457263983272425,kiko pangilinan,formula,Neutral,InFavor,0.5,False
tweet_id:1912457263983272425,bam aquino,formula,Neutral,InFavor,0.5,False
tweet_id:1912449777515778218,,,Neutral,Unsure,0.0,True
tweet_id:1912426648692990239,,,Neutral,Unsure,0.0,True
tweet_id:1912421470342639692,,,Neutral,Unsure,0.0,True
tweet_id:1912415670811390007,,,Neutral,Unsure,0.0,True
tweet_id:1912370367097643301,,,Neutral,Unsure,0.5,False
tweet_id:1912354456181842211,,disqualification,Contempt,Opposedto,-0.8,True
tweet_id:1912351346596204992,,,Neutral,Unsure,0.0,True
tweet_id:1912343366475690461,,,Neutral,Unsure,0.0,True
tweet_id:1912174902964342910,heidi mendoza,PO,Enjoyment,InFavor,0.8,False
tweet_id:1912133701191995575,,simula,Neutral,InFavor,0.5,False
tweet_id:1912133261427613824,,,Neutral,Unsure,0.5,False
tweet_id:1912079159121285535,,,Neutral,Unsure,0.0,True
tweet_id:1912053776040554522,,pagbabago,Neutral,InFavor,0.5,False
tweet_id:1912021737484542248,,,Neutral,Unsure,0.5,True
tweet_id:1912009512569196996,,simula,Neutral,InFavor,0.5,False
tweet_id:1911945364711846217,heidi mendoza,Slayer,Enjoyment,InFavor,0.8,False
tweet_id:1911816522395533351,ml,Leila,Enjoyment,InFavor,0.8,False
tweet_id:1911815004913123666,kiko pangilinan,Pangako,Contempt,InFavor,0.5,False
tweet_id:1911815004913123666,bam aquino,Pangako,Contempt,InFavor,0.5,False
tweet_id:1911771550669570428,imee marcos,Mabuhay,Enjoyment,InFavor,0.8,False
tweet_id:1911747968111091854,kiko pangilinan,ipanalo,Enjoyment,InFavor,0.8,False
tweet_id:1911747968111091854,bam aquino,ipanalo,Enjoyment,InFavor,0.8,False
tweet_id:1911741801020395935,p3pwd,supporting,Neutral,InFavor,0.5,False
tweet_id:1911741801020395935,,same,Neutral,InFavor,0.5,False
tweet_id:1911727380240146575,imee marcos,endorses,Neutral,InFavor,0.5,False
tweet_id:1911718027059740735,heidi mendoza,Ma'am,Enjoyment,InFavor,0.8,False
tweet_id:1911656998602481825,camille villar,promised,Neutral,InFavor,0.5,False
tweet_id:1911656998602481825,imee marcos,,Neutral,Unsure,0.0,False
tweet_id:1911404160198525135,heidi mendoza,governance,Enjoyment,InFavor,0.8,False
tweet_id:1911391992828788815,heidi mendoza,good,Enjoyment,InFavor,0.8,False
tweet_id:1911273421872435341,bong revilla,admin,Neutral,InFavor,0.5,False
tweet_id:1911273421872435341,pia cayetano,admin,Neutral,InFavor,0.5,False
tweet_id:1911273421872435341,panfilo lacson,admin,Neutral,InFavor,0.5,False
tweet_id:1911273421872435341,manny pacquiao,admin,Neutral,InFavor,0.5,False
tweet_id:1911273421872435341,tito sotto,admin,Neutral,InFavor,0.5,False
tweet_id:1911273421872435341,francis tolentino,admin,Neutral,InFavor,0.5,False
tweet_id:1911273421872435341,camille villar,admin,Neutral,InFavor,0.5,False
tweet_id:1911273421872435341,benhur abalos,admin,Neutral,InFavor,0.5,False
tweet_id:1911273421872435341,abigail binay,,Neutral,Unsure,0.0,False
tweet_id:1911273421872435341,lito lapid,,Neutral,Unsure,0.0,False
tweet_id:1911273421872435341,erwin tulfo,,Neutral,Unsure,0.0,False
tweet_id:1911273421872435341,kiko pangilinan,,Neutral,Unsure,0.0,False
tweet_id:1911273421872435341,bam aquino,,Neutral,Unsure,0.0,False
tweet_id:1911249264128188848,kiko pangilinan,,Neutral,InFavor,0.5,False
tweet_id:1911232198323118469,kiko pangilinan,willing,Neutral,InFavor,0.5,False
tweet_id:1911015344384209087,kiko pangilinan,endorses,Neutral,InFavor,0.5,False
tweet_id:1911015344384209087,bam aquino,endorses,Neutral,InFavor,0.5,False
tweet_id:1911015344384209087,luke espiritu,endorses,Neutral,InFavor,0.5,False
tweet_id:1911015344384209087,heidi mendoza,endorses,Neutral,InFavor,0.5,False
tweet_id:1911015344384209087,arlene brosas,endorses,Neutral,InFavor,0.5,False
tweet_id:1911015344384209087,sonny matula,endorses,Neutral,InFavor,0.5,False
tweet_id:1911015344384209087,leody de guzman,endorses,Neutral,InFavor,0.5,False
tweet_id:1911015344384209087,ronnel arambulo,endorses,Neutral,InFavor,0.5,False
tweet_id:1911015344384209087,danilo ramos,endorses,Neutral,InFavor,0.5,False
tweet_id:1910994251971801135,bong go,arrests,Anger,Opposedto,-0.8,False
tweet_id:1910994251971801135,ronald dela rosa,arrests,Anger,Opposedto,-0.8,False
tweet_id:1910954861451239626,bam aquino,Senador,Enjoyment,InFavor,0.8,False
tweet_id:1910954861451239626,kiko pangilinan,Senador,Enjoyment,InFavor,0.8,False
tweet_id:1910882439985262808,france castro,suportahan,Enjoyment,InFavor,0.8,False
tweet_id:1910882439985262808,makabayan,koalisyon,Neutral,InFavor,0.5,False
tweet_id:1910845022989099434,bong go,legacy,Contempt,Opposedto,-0.8,False
tweet_id:1910845022989099434,duterte youth,,Contempt,Opposedto,-0.8,False
tweet_id:1910545293893914892,,SINUNGALING,Contempt,Opposedto,-1.0,False
tweet_id:1910529679813206128,willie revillame,sirang,Anger,InFavor,-0.8,False
tweet_id:1910529679813206128,,,Anger,Opposedto,-0.8,False
tweet_id:1910498037849624591,,,Neutral,Unsure,0.0,True
tweet_id:1910347947231068665,kiko pangilinan,MAGAGAWA,Enjoyment,InFavor,0.8,False
tweet_id:1910347947231068665,bam aquino,MAGAGAWA,Enjoyment,InFavor,0.8,False
tweet_id:1910266423391478137,,,Sadness,Unsure,-0.5,True
tweet_id:1910250262134157742,heidi mendoza,inutil,Anger,Opposedto,-0.8,False
tweet_id:1910183684067705062,,,Contempt,Opposedto,-0.8,True
tweet_id:1910183684067705062,,smear,Anger,Opposedto,-0.9,False
tweet_id:1910183684067705062,,exploited,Sadness,InFavor,0.7,False
tweet_id:1910180442998964461,bam aquino,confident,Sadness,Unsure,-0.5,False
tweet_id:1910180442998964461,kiko pangilinan,confident,Sadness,Unsure,-0.5,False
tweet_id:1910164422930370732,tito sotto,,Neutral,Unsure,0.0,False
tweet_id:1910164422930370732,,,Neutral,Unsure,0.0,False
tweet_id:1910164183477629074,kiko pangilinan,,Neutral,InFavor,0.5,False
tweet_id:1910164183477629074,bam aquino,,Neutral,InFavor,0.5,False
tweet_id:1909977097378165162,,,Sadness,Unsure,-0.5,True
tweet_id:1909906378740953334,bam aquino,BLOCK,Anger,InFavor,0.5,False
tweet_id:1909906378740953334,kiko pangilinan,BLOCK,Anger,InFavor,0.5,False
tweet_id:1909882345211281904,bam aquino,,Neutral,InFavor,0.5,False
tweet_id:1909882345211281904,roberto ballon,,Neutral,InFavor,0.5,False
tweet_id:1909882345211281904,luke espiritu,,Neutral,InFavor,0.5,False
tweet_id:1909882345211281904,sonny matula,,Neutral,InFavor,0.5,False
tweet_id:1909882345211281904,kiko pangilinan,,Neutral,InFavor,0.5,False
tweet_id:1909882345211281904,danilo ramos,,Neutral,InFavor,0.5,False
tweet_id:1909872794047009279,bam aquino,,Neutral,InFavor,1.0,False
tweet_id:1909872794047009279,kiko pangilinan,,Neutral,InFavor,1.0,False
tweet_id:1909869373113892987,heidi mendoza,apprehensions,Fear,Unsure,-0.5,False
tweet_id:1909869373113892987,,,Neutral,Unsure,0.0,False
tweet_id:1909833249397801269,makabayan,babae,Neutral,InFavor,0.5,False
tweet_id:1909805800110911903,bam aquino,seryoso,Neutral,InFavor,0.5,False
tweet_id:1909805800110911903,,,Neutral,InFavor,0.5,False
tweet_id:1909789365376893388,kiko pangilinan,winning,Neutral,InFavor,0.5,False
tweet_id:1909789365376893388,bam aquino,winning,Neutral,InFavor,0.5,False
tweet_id:1909789365376893388,heidi mendoza,setting,Neutral,Unsure,0.0,False
tweet_id:1909786192142639448,,,Contempt,Opposedto,-0.5,True
tweet_id:1909743712751829174,heidi mendoza,,Neutral,InFavor,0.5,False
tweet_id:1909743061305057689,,,Neutral,InFavor,0.5,False
tweet_id:1909740419837313399,heidi mendoza,SENATOR,Neutral,InFavor,0.5,False
tweet_id:1909737167049703764,heidi mendoza,SUPPORT,Enjoyment,InFavor,0.8,False
tweet_id:1909571108254499327,kiko pangilinan,push,Neutral,InFavor,0.5,False
tweet_id:1909571108254499327,bam aquino,push,Neutral,InFavor,0.5,False
tweet_id:1909571108254499327,heidi mendoza,,Neutral,Unsure,0.0,False
tweet_id:1909495384453312751,,,Neutral,Unsure,0.0,True
tweet_id:1909484452121919691,,,Enjoyment,Unsure,0.8,True
tweet_id:1909446391388045529,kiko pangilinan,success,Neutral,InFavor,0.5,False
tweet_id:1909421727328743582,,remark,Disgust,Opposedto,-0.8,False
tweet_id:1909418857674293731,,,Disgust,Opposedto,-0.5,False
tweet_id:1909418857674293731,,,Disgust,Opposedto,-0.7,True
tweet_id:1909139521545101626,kiko pangilinan,matino,Enjoyment,InFavor,0.8,False
tweet_id:1909139521545101626,bam aquino,matino,Enjoyment,InFavor,0.8,False
tweet_id:1909049469217456423,,misogynistic,Contempt,Opposedto,-0.5,False
tweet_id:1909049469217456423,,misogynistic,Contempt,Opposedto,-0.8,False
tweet_id:1908825760816676876,,scandalous,Disgust,Opposedto,-0.8,False
tweet_id:1908655909645017582,duterte youth,,Neutral,Opposedto,-0.5,False
tweet_id:1908371384352571440,,,Neutral,Unsure,0.0,True
tweet_id:1908348387457634368,tito sotto,opposition,Neutral,Unsure,0.0,False
tweet_id:1908347879884022245,,,Neutral,Unsure,0.0,True
tweet_id:1908337453024575618,bam aquino,sigurado,Enjoyment,InFavor,0.8,False
tweet_id:1908337453024575618,,endorse,Neutral,InFavor,0.5,False
tweet_id:1908159777185972663,,,Anger,Opposedto,-0.8,True
tweet_id:1908159777185972663,,blames,Anger,InFavor,0.4,False
tweet_id:1908064770076315816,duterte youth,,Neutral,InFavor,0.5,False
tweet_id:1908033037264130480,,joke,Neutral,InFavor,0.2,False
tweet_id:1908002814108082678,bam aquino,reelection,Neutral,InFavor,0.5,False
tweet_id:1907994493841977786,,,Contempt,Opposedto,-0.5,False
tweet_id:1907994493841977786,,viral,Contempt,Opposedto,-0.8,False
tweet_id:1907822667253821704,kiko pangilinan,katuwang,Enjoyment,InFavor,0.8,False
tweet_id:1907822667253821704,bam aquino,katuwang,Enjoyment,InFavor,0.8,False
tweet_id:1907822667253821704,,,Neutral,InFavor,0.5,False
tweet_id:1907765452417413240,patrol,Pilipino,Neutral,InFavor,0.5,False
tweet_id:1907664807668625881,,gago,Disgust,Opposedto,-0.9,False
tweet_id:1907664807668625881,,gago,Disgust,Opposedto,-0.9,False
tweet_id:1907614030102954268,,,Contempt,Opposedto,-0.5,False
tweet_id:1907545558153351577,makabayan,Terrorists,Contempt,Opposedto,-0.8,False
tweet_id:1907545558153351577,,,Anger,Unsure,-0.5,True
tweet_id:1907357693926576373,,sus,Contempt,Opposedto,-0.5,False
tweet_id:1907104824329642292,bam aquino,Senator,Enjoyment,InFavor,0.8,False
tweet_id:1907104824329642292,kiko pangilinan,Senator,Enjoyment,InFavor,0.8,False
tweet_id:1907045278936350944,,demokrasya,Contempt,Opposedto,-0.5,False
tweet_id:1907034802240598262,,,Sadness,Unsure,-0.5,True
tweet_id:1906951727569318200,makabayan,advocates,Neutral,InFavor,0.5,False
tweet_id:1906547043277152663,,,Neutral,Unsure,0.0,True
tweet_id:1906379851696857327,tito sotto,annoying,Anger,Opposedto,-0.8,False
tweet_id:1906379851696857327,,unqualified,Disgust,Opposedto,-0.9,False
tweet_id:1906375144588853317,,silbi,Enjoyment,InFavor,0.8,False
tweet_id:1906375144588853317,bam aquino,,Neutral,InFavor,0.5,False
tweet_id:1906375144588853317,kiko pangilinan,,Neutral,InFavor,0.5,False
tweet_id:1906289555918979501,,,Anger,Opposedto,-0.8,False
tweet_id:1906134323079614508,,legacy,Neutral,InFavor,0.5,True
tweet_id:1906134323079614508,,legacy,Neutral,InFavor,0.5,False
tweet_id:1906002491281666181,imee marcos,Solusyon,Contempt,Opposedto,-0.5,False
tweet_id:1906002491281666181,bbm,,Neutral,Unsure,0.0,False
tweet_id:1905966169690894804,kiko pangilinan,Liberal,Enjoyment,InFavor,0.8,False
tweet_id:1905966169690894804,bam aquino,Liberal,Enjoyment,InFavor,0.8,False
tweet_id:1905817867028963361,,Blessed,Enjoyment,InFavor,0.8,True
tweet_id:1905648575822135379,,,Neutral,Unsure,0.0,False
tweet_id:1905587821811028208,,people,Neutral,InFavor,0.5,False
tweet_id:1905539940395741539,bam aquino,Good,Neutral,InFavor,0.5,False
tweet_id:1905539940395741539,kiko pangilinan,Good,Neutral,InFavor,0.5,False
tweet_id:1905539713508729104,,,Neutral,Unsure,0.0,True
tweet_id:1905293858331836508,imee marcos,,Neutral,Opposedto,-0.5,False
tweet_id:1905293858331836508,bam aquino,Boto,Enjoyment,InFavor,0.8,False
tweet_id:1905293858331836508,kiko pangilinan,Boto,Enjoyment,InFavor,0.8,False
tweet_id:1905293858331836508,duterte youth,,Neutral,Unsure,0.0,False
tweet_id:1905293858331836508,bbm,,Neutral,Unsure,0.0,False
tweet_id:1905253440865100031,,,Anger,Opposedto,-0.8,False
tweet_id:1905449474203550121,,urges,Neutral,InFavor,0.5,True
tweet_id:1905447138764472721,,integrity,Neutral,InFavor,0.5,False
tweet_id:1905077313638707574,,,Contempt,Unsure,-0.5,True
tweet_id:1905063065072345435,,,Enjoyment,InFavor,0.8,False
tweet_id:1904823880864456893,,,Neutral,InFavor,0.5,False
tweet_id:1904805523297624158,ronald dela rosa,Senator,Neutral,Unsure,0.0,False
tweet_id:1904800279100612694,duterte youth,,Neutral,InFavor,0.5,False
tweet_id:1904800279100612694,,,Neutral,Unsure,0.0,True
tweet_id:1904739592773001395,gabriela,red-tagging,Anger,Opposedto,-0.8,False
tweet_id:1904739592773001395,,paid,Contempt,Opposedto,-0.7,False
tweet_id:1904442838454272476,duterte youth,,Neutral,Opposedto,-0.5,False
tweet_id:1904442838454272476,kabataan,Pagasa,Neutral,InFavor,0.5,False
tweet_id:1904425778332520471,kiko pangilinan,success,Enjoyment,InFavor,0.8,False
tweet_id:1904385798092562646,duterte youth,disqualify,Anger,Opposedto,-0.5,False
tweet_id:1904385798092562646,kabataan,Pagasa,Neutral,InFavor,0.2,False
tweet_id:1903963238607593666,imee marcos,revenge,Anger,Opposedto,-0.5,False
tweet_id:1903944857334206534,,silent-achiever,Neutral,InFavor,0.5,False
tweet_id:1903944857334206534,,super-social,Neutral,InFavor,0.5,False
tweet_id:1903752166889627832,imee marcos,,Neutral,Unsure,0.0,False
tweet_id:1903752166889627832,camille villar,,Neutral,Unsure,0.0,False
tweet_id:1903724436395856016,imee marcos,Marcos,Contempt,Opposedto,-0.5,False
tweet_id:1903724436395856016,duterte youth,Duterte,Contempt,Opposedto,-0.5,False
tweet_id:1903664122891567282,kiko pangilinan,ipanalo,Enjoyment,InFavor,0.8,False
tweet_id:1903664122891567282,bam aquino,ipanalo,Enjoyment,InFavor,0.8,False
tweet_id:1903451599558901819,imee marcos,,Neutral,Unsure,0.0,False
tweet_id:1903451599558901819,camille villar,,Neutral,Unsure,0.0,False
tweet_id:1903425286081012042,kiko pangilinan,Ipanalo,Enjoyment,InFavor,0.8,False
tweet_id:1903425286081012042,bam aquino,Ipanalo,Enjoyment,InFavor,0.8,False
tweet_id:1903267247227097185,,,Neutral,Unsure,0.2,True
tweet_id:1903267247227097185,,brighter,Enjoyment,InFavor,0.8,False
tweet_id:1903197425990295684,imee marcos,,Neutral,Opposedto,-0.5,False
tweet_id:1902682783610294600,,,Neutral,Unsure,0.2,False
tweet_id:1902664066013028800,kiko pangilinan,Top,Enjoyment,InFavor,0.8,False
tweet_id:1902664066013028800,bam aquino,Top,Enjoyment,InFavor,0.8,False
tweet_id:1902664066013028800,kabataan,Top,Enjoyment,InFavor,0.8,False
tweet_id:1902613520434491416,imee marcos,lose,Sadness,Opposedto,-0.5,False
tweet_id:1902571760522031318,,,Contempt,Opposedto,-0.5,False
tweet_id:1902495303388770672,,kabataan,Neutral,Unsure,0.2,False
tweet_id:1902365666084335757,bam aquino,Governance,Neutral,InFavor,0.8,False
tweet_id:1902365666084335757,kiko pangilinan,Governance,Neutral,InFavor,0.8,False
tweet_id:1902365666084335757,heidi mendoza,Governance,Neutral,InFavor,0.8,False
tweet_id:1902213291814142411,kiko pangilinan,Totoo,Enjoyment,InFavor,0.8,False
tweet_id:1902213291814142411,,,Neutral,Unsure,0.0,False
tweet_id:1902191521463767181,kiko pangilinan,posters,Neutral,InFavor,0.5,False
tweet_id:1902191521463767181,bam aquino,posters,Neutral,InFavor,0.2,False
tweet_id:1902174497509404914,kiko pangilinan,visible,Contempt,Opposedto,-0.5,False
tweet_id:1902174497509404914,bam aquino,,Neutral,Unsure,0.0,False
tweet_id:1901961958707896380,,budol,Contempt,Opposedto,-0.8,False
tweet_id:1901913415930757341,roberto ballon,trustworthy,Enjoyment,InFavor,0.8,False
tweet_id:1901904238399086727,,,Neutral,Unsure,0.0,True
tweet_id:1901822400297385985,,,Neutral,Unsure,0.0,True
tweet_id:1901770522926481878,,mambabatas,Anger,Opposedto,-0.8,False
tweet_id:1901645873362419780,ml,,Neutral,InFavor,0.5,False
tweet_id:1901645873362419780,,,Neutral,InFavor,0.5,False
tweet_id:1901645873362419780,akbayan,,Neutral,InFavor,0.5,False
tweet_id:1901645873362419780,,,Neutral,InFavor,0.5,False
tweet_id:1901645873362419780,magdalo,,Neutral,InFavor,0.5,False
tweet_id:1901642762275201465,bam aquino,Mahusay,Enjoyment,InFavor,0.8,False
tweet_id:1901642762275201465,bam aquino,Kurap,Contempt,InFavor,0.7,False
tweet_id:1901521303804457235,bam aquino,,Enjoyment,InFavor,0.8,False
tweet_id:1901521303804457235,kiko pangilinan,,Enjoyment,InFavor,0.8,False
tweet_id:1901279747444715575,,impeach,Contempt,Opposedto,-0.8,False
tweet_id:1901279742273180102,,,Neutral,Unsure,0.0,False
tweet_id:1901276713457438800,duterte youth,Problema,Anger,Opposedto,-0.8,False
tweet_id:1900838128304148558,,dayaan,Contempt,Opposedto,-0.5,False
tweet_id:1900037217478992327,,,Neutral,Unsure,0.0,True
tweet_id:1900029990034374697,bam aquino,ipanalo,Enjoyment,InFavor,0.8,False
tweet_id:1900029990034374697,kiko pangilinan,ipanalo,Enjoyment,InFavor,0.8,False
tweet_id:1899954102689571198,imee marcos,endorsed,Contempt,Opposedto,-0.8,False
tweet_id:1899786197968506954,,claim,Neutral,Unsure,0.0,False
tweet_id:1899721800684384472,ronald dela rosa,KWENTA,Anger,Opposedto,-0.8,False
tweet_id:1899703591457448140,apollo quiboloy,nakakulong,Neutral,Unsure,0.0,False
tweet_id:1899703591457448140,,paliwanag,Neutral,InFavor,0.5,False
tweet_id:1899703207858974738,duterte youth,,Neutral,Unsure,0.0,True
tweet_id:1899703207858974738,,,Neutral,Unsure,0.0,True
tweet_id:1899680764184387990,bam aquino,Top,Enjoyment,InFavor,0.8,False
tweet_id:1899680764184387990,kiko pangilinan,Top,Enjoyment,InFavor,0.8,False
tweet_id:1899581143495626782,,,Neutral,Unsure,0.0,True
tweet_id:1899486877536960565,,linked,Neutral,Unsure,0.0,False
tweet_id:1899486877536960565,pbbm,denies,Neutral,InFavor,0.2,False
tweet_id:1899481406373269684,duterte youth,lumalakas,Neutral,InFavor,0.5,False
tweet_id:1899481406373269684,,aresto,Sadness,Opposedto,-0.5,False
tweet_id:1899481406373269684,,,Neutral,Unsure,0.0,False
tweet_id:1899464593094910386,duterte youth,lumalakas,Anger,InFavor,0.5,False
tweet_id:1899464593094910386,,says,Neutral,Unsure,0.0,False
tweet_id:1899464593094910386,,unlawfully,Anger,Opposedto,-0.5,False
tweet_id:1899454269662593165,,,Neutral,Unsure,0.0,True
tweet_id:1899401315274641897,kiko pangilinan,,Enjoyment,InFavor,0.8,False
tweet_id:1899401315274641897,heidi mendoza,,Enjoyment,InFavor,0.8,False
tweet_id:1899288262226632922,duterte youth,gagago,Anger,Opposedto,-0.8,False
